id,title,genre
113677,Living in Oblivion (1995),Comedy|Drama
113690,Lord of Illusions (1995),Horror|Mystery|Thriller
107447,Love & Human Remains (1993),Drama|Comedy
113729,Mad Love (1995),Drama|Romance
113749,Mallrats (1995),Comedy|Romance
113820,Mighty Morphin Power Rangers: The Movie (1995),Action|Adventure|Family
113851,Moonlight and Valentino (1995),Comedy|Drama|Romance
110604,Mute Witness (1995),Horror|Thriller
110620,Nadja (1994),Drama|Horror
113957,The Net (1995),Action|Crime|Drama
113986,Nine Months (1995),Comedy|Romance
114095,Party Girl (1995),Comedy
114194,The Prophecy (1995),Action|Crime|Drama
114241,Reckless (1995),Comedy|Drama|Fantasy
114323,Safe (1995),Drama
114345,The Scarlet Letter (1995),Drama|Romance
114435,The Show (1995),Documentary|Music
114436,Showgirls (1995),Drama
114478,Smoke (1995),Comedy|Drama
114496,Something to Talk About (1995),Comedy|Drama|Romance
114508,Species (1995),Action|Horror|Sci-Fi
114534,The Stars Fell on Henrietta (1995),Drama
114558,Strange Days (1995),Action|Crime|Drama
58450,The Umbrellas of Cherbourg (1964),Drama|Musical|Romance
114666,The Tie That Binds (1995),Crime|Drama|Thriller
114663,Three Wishes (1995),Drama|Fantasy
114702,Total Eclipse (1995),Biography|Drama|Romance
114682,"To Wong Foo Thanks for Everything, Julie Newmar (1995)",Comedy|Drama
114781,Under Siege 2: Dark Territory (1995),Action|Thriller
114798,Unstrung Heroes (1995),Comedy|Drama
114805,Unzipped (1995),Documentary
114887,A Walk in the Clouds (1995),Drama|Romance
114898,Waterworld (1995),Action|Adventure|Sci-Fi
114928,White Man's Burden (1995),Drama|Thriller
114938,Wild Bill (1995),Action|Biography|Western
109340,The Browning Version (1994),Drama
112602,Bushwhacked (1995),Adventure|Comedy|Crime
111579,Burnt by the Sun (1994),Drama|War
110882,Before the Rain (1994),Drama|War
112471,Before Sunrise (1995),Drama|Romance
112508,Billy Madison (1995),Comedy
112438,The Babysitter (1995),Drama|Thriller
112571,Boys on the Side (1995),Comedy|Drama
112757,The Cure (1995),Drama
112643,Castle Freak (1995),Drama|Horror|Mystery
112679,Circle of Friends (1995),Drama|Romance
109445,Clerks (1994),Comedy
112883,Don Juan DeMarco (1994),Comedy|Drama|Romance
109635,Disclosure (1994),Drama|Thriller
112899,Dream Man (1995),Thriller
109676,Drop Zone (1994),Action|Adventure|Thriller
112854,Destiny Turns on the Radio (1995),Crime|Comedy|Fantasy
109579,Death and the Maiden (1994),Drama|Mystery|Thriller
109642,Dolores Claiborne (1995),Crime|Drama|Mystery
109686,Dumb & Dumber (1994),Comedy
111797,Eat Drink Man Woman (1994),Comedy|Drama|Romance
109759,Exotica (1994),Drama
109758,Exit to Eden (1994),Comedy|Crime|Romance
109707,Ed Wood (1994),Biography|Comedy|Drama
113117,French Kiss (1995),Comedy|Drama|Romance
113097,Forget Paris (1995),Comedy|Romance
113028,Far from Home: The Adventures of Yellow Dog (1995),Adventure|Family
113198,A Goofy Movie (1995),Animation|Adventure|Comedy
113303,Hideaway (1995),Fantasy|Horror|Thriller
113089,Fluke (1995),Drama|Family|Fantasy
109771,Farinelli (1994),Biography|Drama|Music
113199,Gordy (1995),Comedy|Drama|Family
113234,Gumby: The Movie (1995),Animation|Action|Adventure
109906,The Glass Shield (1994),Crime|Drama
110057,Hoop Dreams (1994),Documentary|Drama|Sport
110005,Heavenly Creatures (1994),Biography|Crime|Drama
110066,Houseguest (1995),Comedy
110116,Immortal Beloved (1994),Biography|Drama|Music
110006,Heavy Weights (1995),Comedy|Drama|Family
113360,The Hunted (1995),Action|Drama|Thriller
110099,I.Q. (1994),Comedy|Romance
110148,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Fantasy|Horror
113463,Jefferson in Paris (1995),Biography|Drama|History
110189,The Jerky Boys (1995),Comedy|Crime
110216,Junior (1994),Comedy|Romance|Sci-Fi
113501,Just Cause (1995),Action|Crime|Drama
113538,A Kid in King Arthur's Court (1995),Adventure|Comedy|Family
113552,Kiss of Death (1995),Action|Crime|Thriller
76759,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy
110367,Little Women (1994),Drama|Family|Romance
113670,A Little Princess (1995),Drama|Family|Fantasy
110296,Ladybird Ladybird (1994),Drama
109731,L'Enfer (1994),Crime|Drama|Thriller
103994,Como agua para chocolate (1992),Drama|Romance
110322,Legends of the Fall (1994),Drama|Romance|War
110443,Major Payne (1995),Adventure|Comedy|Family
110365,Little Odessa (1994),Crime|Drama
107566,Mi vida loca (1993),Crime|Drama
110391,Love Affair (1994),Comedy|Drama|Romance
113691,Losing Isaiah (1995),Drama
110428,The Madness of King George (1994),Biography|Comedy|Drama
109836,Mary Shelley's Frankenstein (1994),Drama|Horror|Romance
113755,Man of the House (1995),Comedy|Family
110538,Mixed Nuts (1994),Comedy|Drama
110516,Milk Money (1994),Comedy|Romance
110527,Miracle on 34th Street (1994),Family|Fantasy
113808,Miami Rhapsody (1995),Comedy
113896,My Family (1995),Drama
113870,Murder in the First (1995),Drama|Thriller
110684,Nobody's Fool (1994),Comedy|Drama
110638,Nell (1994),Drama
113967,New Jersey Drive (1995),Crime|Drama
117169,New York Cop (1993),Action|Crime|Drama
106402,Beyond Bedlam (1994),Comedy|Horror
113948,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
110671,Nina Takes a Lover (1994),Comedy|Romance
110632,Natural Born Killers (1994),Crime|Drama
110737,Only You (1994),Comedy|Romance
110729,Once Were Warriors (1994),Crime|Drama
114151,Poison Ivy II (1996),Drama|Thriller
114069,Outbreak (1995),Action|Drama|Thriller
110413,Lí©on: The Professional (1994),Crime|Drama|Thriller
114113,The Perez Family (1995),Comedy|Romance|Drama
114210,A Pyromaniac's Love Story (1995),Comedy|Romance
110912,Pulp Fiction (1994),Crime|Drama
114084,Panther (1995),Drama
105652,Tui shou (1992),Comedy|Drama
110889,Priest (1994),Drama|Romance
110932,Quiz Show (1994),Biography|Drama|History
114129,Picture Bride (1994),Drama|Romance
110963,Queen Margot (1994),Biography|Crime|Drama
114214,The Quick and the Dead (1995),Action|Romance|Thriller
114296,Roommates (1995),Comedy|Drama
110907,Ready to Wear (1994),Comedy|Drama
111495,Three Colors: Red (1994),Drama|Mystery|Romance
108394,Three Colors: Blue (1993),Drama|Music|Mystery
111507,Three Colors: White (1994),Comedy|Drama|Romance
110769,Pao Da Shuang Deng (1994),Drama|Romance
114268,Rent-a-Kid (1995),Drama|Family|Comedy
110965,Relative Fear (1994),Drama|Horror|Thriller
114571,Stuart Saves His Family (1995),Comedy|Drama
111333,The Swan Princess (1994),Animation|Comedy|Family
111112,The Secret of Roan Inish (1994),Drama|Family|Fantasy
111255,The Specialist (1994),Action|Crime|Drama
111282,Stargate (1994),Action|Adventure|Sci-Fi
111070,The Santa Clause (1994),Comedy|Drama|Family
111161,The Shawshank Redemption (1994),Crime|Drama
111149,Shallow Grave (1994),Crime|Thriller
108260,Suture (1993),Drama|Thriller
106966,Strawberry and Chocolate (1993),Comedy|Drama|Romance
114594,Swimming with Sharks (1994),Comedy|Crime
111309,The Sum of Us (1994),Comedy|Drama
113936,Senior Trip (1995),Adventure|Comedy
110081,To Live (1994),Drama|History|War
114614,Tank Girl (1995),Action|Comedy|Sci-Fi
114608,Tales from the Crypt: Demon Knight (1995),Action|Fantasy|Horror
111280,Star Trek: Generations (1994),Action|Adventure|Mystery
114609,Tales from the Hood (1995),Crime|Horror|Thriller
111454,Tom & Viv (1994),Biography|Drama|Romance
114852,Village of the Damned (1995),Horror|Sci-Fi|Thriller
114694,Tommy Boy (1995),Adventure|Comedy
111590,Vanya on 42nd Street (1994),Comedy|Drama|Romance
114788,The Underneath (1995),Crime|Thriller
114888,The Walking Dead (1995),Drama|War
108550,What's Eating Gilbert Grape (1993),Drama
114857,Virtuosity (1995),Action|Crime|Sci-Fi
114924,While You Were Sleeping (1995),Comedy|Drama|Romance
111667,The War (1994),Drama
109655,Double Happiness (1994),Drama|Romance
110598,Muriel's Wedding (1994),Comedy|Drama|Romance
112435,The Baby-Sitters Club (1995),Comedy|Drama|Family
109040,Ace Ventura: Pet Detective (1994),Comedy
109045,"The Adventures of Priscilla, Queen of the Desert (1994)",Comedy|Music
106339,Backbeat (1994),Biography|Drama|Music
104779,Bitter Moon (1992),Drama|Romance|Thriller
109348,Bullets Over Broadway (1994),Comedy|Crime
109444,Clear and Present Danger (1994),Action|Crime|Drama
109446,The Client (1994),Crime|Drama|Mystery
109484,"Corrina, Corrina (1994)",Comedy|Drama|Romance
109504,Crooklyn (1994),Comedy|Drama
109506,The Crow (1994),Action|Drama|Fantasy
109450,Cobb (1994),Biography|Drama|Sport
109813,The Flintstones (1994),Comedy|Family|Fantasy
109830,Forrest Gump (1994),Comedy|Drama|Romance
109831,Four Weddings and a Funeral (1994),Comedy|Drama|Romance
113305,Higher Learning (1995),Crime|Drama|Romance
110091,I Like It Like That (1994),Comedy|Drama|Romance
110093,I Love Trouble (1994),Action|Comedy|Romance
110167,It Could Happen to You (1994),Comedy|Drama|Romance
110213,The Jungle Book (1994),Adventure|Family|Romance
107472,Die Macht der Bilder: Leni Riefenstahl (1993),Documentary|Biography|History
110357,The Lion King (1994),Animation|Adventure|Drama
107426,Little Buddha (1993),Drama
111686,New Nightmare (1994),Fantasy|Horror|Mystery
110475,The Mask (1994),Comedy|Family|Fantasy
110478,Maverick (1994),Action|Adventure|Comedy
110588,Mrs. Parker and the Vicious Circle (1994),Biography|Drama
110622,Naked Gun 33 1/3: The Final Insult (1994),Comedy|Crime
110771,The Paper (1994),Comedy|Drama
110950,Reality Bites (1994),Comedy|Drama|Romance
105226,Red Rock West (1993),Crime|Drama|Thriller
110989,RiŒ¢hie RiŒ¢h (1994),Comedy|Family
111054,Safe Passage (1994),Drama
110997,The River Wild (1994),Action|Adventure|Crime
111257,Speed (1994),Action|Adventure|Crime
111256,Speechless (1994),Comedy|Romance
111438,Timecop (1994),Action|Crime|Sci-Fi
111503,True Lies (1994),Action|Comedy|Thriller
111693,When a Man Loves a Woman (1994),Drama|Romance
111742,Wolf (1994),Drama|Horror|Romance
111756,Wyatt Earp (1994),Adventure|Biography|Crime
112443,Bad Company (1995),Crime|Drama|Thriller
110455,A Man of No Importance (1994),Comedy|Drama
111048,S.F.W. (1994),Comedy|Drama
110399,A Low Down Dirty Shame (1994),Action|Comedy|Crime
112570,"Boys Life: Three Stories of Love, Lust, and Liberation (1994)",Drama
109454,Colonel Chabert (1994),Drama|History|Romance
59170,"Faster, Pussycat! Kill! Kill! (1965)",Action|Comedy
110186,Jason's Lyric (1994),Crime|Drama|Romance
108069,The Secret Adventures of Tom Thumb (1993),Animation|Adventure|Sci-Fi
111301,Street Fighter (1994),Action|Adventure|Comedy
112702,Coldblooded (1995),Action|Comedy|Thriller
112849,Desert Winds (1994),Drama|Mystery|Romance
113014,Fall Time (1995),Drama|Comedy|Crime
113043,The Fear (1995),Horror
113104,Frank and Ollie (1995),Documentary
113173,Girl in the Cadillac (1995),Adventure|Crime|Drama
113319,Homage (1995),Drama|Thriller
113827,Mirage (1995),Action|Thriller
114047,Open Season (1995),Comedy
112889,Dos crí_menes (1994),Comedy|Crime|Drama
109339,Brother Minister: The Assassination of Malcolm X (1994),Documentary
110027,Highlander: The Final Dimension (1994),Action|Fantasy|Romance
109785,Federal Hill (1994),Crime|Drama
113409,In the Mouth of Madness (1994),Fantasy|Horror|Mystery
109021,8 Seconds (1994),Biography|Drama|Sport
109035,Above the Rim (1994),Crime|Drama|Sport
106220,Addams Family Values (1993),Comedy|Fantasy
111804,Martin Lawrence: You So Crazy (1994),Documentary|Comedy
106226,The Age of Innocence (1993),Drama|Romance
109068,Airheads (1994),Comedy|Crime|Music
109067,The Air Up There (1994),Comedy|Family|Sport
106292,Another Stakeout (1993),Action|Comedy|Crime
109198,Bad Girls (1994),Romance|Western
109219,Barcelona (1994),Comedy|Drama|Romance
106379,Being Human (1994),Comedy|Drama
106400,The Beverly Hillbillies (1993),Comedy|Family
109254,Beverly Hills Cop III (1994),Action|Comedy|Crime
109279,Black Beauty (1994),Adventure|Drama|Family
109297,Blink (1993),Crime|Drama|Mystery
109303,Blown Away (1994),Action|Crime|Drama
109305,Blue Chips (1994),Drama|Sport
109306,Blue Sky (1994),Drama|Romance
106452,Body Snatchers (1993),Horror|Sci-Fi
106471,Boxing Helena (1993),Drama|Mystery|Romance
106489,A Bronx Tale (1993),Crime|Drama
109361,Cabin Boy (1994),Adventure|Comedy|Romance
106505,Calendar Girl (1993),Drama|Comedy
106519,Carlito's Way (1993),Crime|Drama|Thriller
109439,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western
109443,Clean Slate (1994),Comedy|Mystery
106582,Cliffhanger (1993),Action|Adventure|Thriller
106598,Coneheads (1993),Comedy|Sci-Fi
109456,Color of Night (1994),Mystery|Romance|Thriller
109480,Cops and Robbersons (1994),Comedy|Crime|Thriller
109493,The Cowboy Way (1994),Action|Comedy|Crime
106660,Dangerous Game (1993),Drama
106673,Dave (1993),Comedy|Romance
106677,Dazed and Confused (1993),Comedy
106697,Demolition Man (1993),Action|Crime|Sci-Fi
109729,The Endless Summer 2 (1994),Documentary|Adventure|Sport
106834,Even Cowgirls Get the Blues (1993),Comedy|Drama|Romance
106873,Fatal Instinct (1993),Comedy|Crime|Thriller
106332,Farewell My Concubine (1993),Drama|Music|Romance
109783,The Favor (1994),Comedy|Romance
106881,Fearless (1993),Drama|Thriller
106880,Fear of a Black Hat (1993),Comedy|Music
111732,With Honors (1994),Comedy|Drama
106926,Flesh and Bone (1993),Drama|Mystery|Romance
111712,Widows' Peak (1994),Comedy|Crime|Mystery
106941,For Love or Money (1993),Comedy|Drama|Romance
106918,The Firm (1993),Drama|Mystery|Thriller
106965,Free Willy (1993),Adventure|Drama|Family
109842,Fresh (1994),Crime|Drama|Thriller
106977,The Fugitive (1993),Action|Crime|Drama
107004,Geronimo: An American Legend (1993),Drama|History|Western
109890,The Getaway (1994),Action|Adventure|Crime
109891,Getting Even with Dad (1994),Comedy|Crime|Family
109913,Go Fish (1994),Drama|Romance
109920,A Good Man in Africa (1994),Comedy
107057,Guilty as Sin (1993),Crime|Drama|Thriller
107076,Hard Target (1993),Action|Thriller
107096,Heaven & Earth (1993),Action|Biography|Drama
107144,Hot Shots! Part Deux (1993),Action|Comedy
113674,Live Nude Girls (1995),Comedy
112966,The Englishman Who Went Up a Hill But Came Down a Mountain (1995),Comedy|Drama
107151,The House of the Spirits (1993),Drama|Romance
110064,House Party 3 (1994),Comedy|Music|Romance
110074,The Hudsucker Proxy (1994),Comedy|Drama|Fantasy
110097,I'll Do Anything (1994),Comedy|Drama
110123,In the Army Now (1994),Comedy|War
107206,In the Line of Fire (1993),Action|Drama|Thriller
107207,In the Name of the Father (1993),Biography|Drama
110137,The Inkwell (1994),Romance|Comedy|Drama
108551,What's Love Got to Do with It (1993),Biography|Drama|Music
110197,Jimmy Hollywood (1994),Crime|Comedy|Drama
107286,Judgment Night (1993),Action|Crime|Drama
107290,Jurassic Park (1993),Adventure|Sci-Fi|Thriller
107302,Kalifornia (1993),Crime|Drama|Thriller
110265,Killing Zoe (1993),Crime|Thriller
107322,King of the Hill (1993),Drama|History
110305,Lassie (1994),Family|Adventure
107362,Last Action Hero (1993),Action|Adventure|Comedy
107413,Life with Mikey (1993),Comedy|Family
110353,Lightning Jack (1994),Comedy|Western
107468,M. Butterfly (1993),Drama|Romance
107478,Made in America (1993),Comedy
107497,Malice (1993),Crime|Mystery|Thriller
107501,The Man Without a Face (1993),Drama
107507,Manhattan Murder Mystery (1993),Comedy|Mystery
107554,Menace II Society (1993),Crime|Drama|Thriller
116253,Executive Decision (1996),Action|Adventure|Thriller
74102,In the Realm of the Senses (1976),Biography|Drama|Horror
111689,What Happened Was... (1994),Comedy|Drama|Romance
107616,Much Ado About Nothing (1993),Comedy|Drama|Romance
107611,Mr. Jones (1993),Drama|Romance
107613,Mr. Wonderful (1993),Comedy|Romance
107614,Mrs. Doubtfire (1993),Comedy|Drama|Family
107653,Naked (1993),Comedy|Drama
110657,The Next Karate Kid (1994),Action|Drama|Family
110649,The New Age (1994),Comedy|Drama
110678,No Escape (1994),Action|Drama|Sci-Fi
110687,North (1994),Adventure|Comedy|Drama
107756,Orlando (1992),Biography|Drama|Fantasy
107808,A Perfect World (1993),Crime|Drama|Thriller
107818,Philadelphia (1993),Drama
107822,The Piano (1993),Drama|Music|Romance
107840,Poetic Justice (1993),Drama|Romance
107889,The Program (1993),Action|Drama|Sport
111003,The Puppet Masters (1994),Horror|Sci-Fi|Thriller
110939,Radioland Murders (1994),Comedy|Crime|Drama
110955,The Ref (1994),Comedy|Crime|Drama
107943,The Remains of the Day (1993),Drama|Romance
110971,Renaissance Man (1994),Comedy|Drama
107969,Rising Sun (1993),Action|Crime|Drama
111001,The Road to Wellville (1994),Comedy|Drama
107978,RoboCop 3 (1993),Action|Crime|Sci-Fi
107977,Robin Hood: Men in Tights (1993),Adventure|Comedy|Musical
107983,Romeo Is Bleeding (1993),Action|Crime|Drama
105275,Romper Stomper (1992),Crime|Drama
108000,Ruby in Paradise (1993),Drama|Romance
108002,Rudy (1993),Biography|Drama|Sport
108026,The Saint of Fort Washington (1993),Drama
105032,Les nuits fauves (1992),Biography|Drama
108052,Schindler's List (1993),Biography|Drama|History
111094,The Scout (1994),Comedy|Drama|Sport
108065,Searching for Bobby Fischer (1993),Biography|Drama
111102,Second Best (1994),Drama
108071,The Secret Garden (1993),Drama|Family|Fantasy
111127,Serial Mom (1994),Comedy|Crime|Horror
111143,The Shadow (1994),Action|Adventure|Crime
108101,Shadowlands (1993),Biography|Drama|Romance
108122,Short Cuts (1993),Comedy|Drama
111194,A Simple Twist of Fate (1994),Drama|Comedy
111201,Sirens (1993),Comedy|Drama|Romance
108149,Six Degrees of Separation (1993),Comedy|Drama|Mystery
108160,Sleepless in Seattle (1993),Comedy|Drama|Romance
108162,Sliver (1993),Drama|Thriller
83658,Blade Runner (1982),Sci-Fi|Thriller
108186,Son in Law (1993),Comedy|Drama|Romance
108174,So I Married an Axe Murderer (1993),Comedy|Romance
108238,Striking Distance (1993),Action|Crime|Mystery
89256,Harem (1985),Drama
108255,Super Mario Bros. (1993),Adventure|Comedy|Family
111323,Surviving the Game (1994),Action|Adventure|Crime
111400,Terminal Velocity (1994),Action|Comedy|Mystery
108328,Thirty Two Short Films About Glenn Gould (1993),Biography|Drama|Music
111418,Threesome (1994),Comedy|Romance|Drama
107688,The Nightmare Before Christmas (1993),Animation|Family|Fantasy
108333,The Three Musketeers (1993),Action|Adventure|Comedy
108358,Tombstone (1993),Action|Biography|Drama
111488,Trial by Jury (1994),Thriller|Crime|Drama
108399,True Romance (1993),Crime|Drama|Romance
108515,The War Room (1993),Documentary|History
110763,The Pagemaster (1994),Animation|Adventure|Comedy
107779,"Paris, France (1993)",Comedy|Drama
109226,"The Beans of Egypt, Maine (1994)",Drama
110259,Killer (1994),Drama|Romance|Thriller
114906,Welcome to the Dollhouse (1995),Comedy|Drama
107002,Germinal (1993),Drama|Romance
109403,Chasers (1994),Comedy
104029,Cronos (1993),Horror
110623,Naked in New York (1993),Comedy|Romance
107315,Kika (1993),Comedy
106408,Bhaji on the Beach (1993),Comedy|Drama
