id,title,genre
286,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
287,Rent-a-Kid (1995),Comedy
288,Stuart Saves His Family (1995),Comedy
289,"Swan Princess, The (1994)",Animation|Children
290,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
291,"Specialist, The (1994)",Action|Drama|Thriller
292,Stargate (1994),Action|Adventure|Sci-Fi
293,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
294,"Shawshank Redemption, The (1994)",Crime|Drama
295,Shallow Grave (1994),Comedy|Drama|Thriller
296,Suture (1993),Film-Noir|Thriller
297,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
298,Swimming with Sharks (1995),Comedy|Drama
299,"Sum of Us, The (1994)",Comedy|Drama
300,National Lampoon's Senior Trip (1995),Comedy
301,To Live (Huozhe) (1994),Drama
302,Tank Girl (1995),Action|Comedy|Sci-Fi
303,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
304,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
305,Tales from the Hood (1995),Action|Crime|Horror
306,Tom & Viv (1994),Drama
307,Village of the Damned (1995),Horror|Sci-Fi
308,Tommy Boy (1995),Comedy
309,Vanya on 42nd Street (1994),Drama
310,Underneath (1995),Mystery|Thriller
311,"Walking Dead, The (1995)",Drama|War
312,What's Eating Gilbert Grape (1993),Drama
313,Virtuosity (1995),Action|Sci-Fi|Thriller
314,While You Were Sleeping (1995),Comedy|Romance
315,"War, The (1994)",Adventure|Drama|War
316,Double Happiness (1994),Drama
317,Muriel's Wedding (1994),Comedy
318,"Baby-Sitters Club, The (1995)",Children
319,Ace Ventura: Pet Detective (1994),Comedy
320,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
321,Backbeat (1993),Drama|Musical
322,Bitter Moon (1992),Drama|Film-Noir|Romance
323,Bullets Over Broadway (1994),Comedy
324,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
325,"Client, The (1994)",Drama|Mystery|Thriller
326,"Corrina, Corrina (1994)",Comedy|Drama|Romance
327,Crooklyn (1994),Comedy|Drama
328,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
329,Cobb (1994),Drama
330,"Flintstones, The (1994)",Children|Comedy|Fantasy
331,Forrest Gump (1994),Comedy|Drama|Romance|War
332,Four Weddings and a Funeral (1994),Comedy|Romance
333,Higher Learning (1995),Drama
334,I Love Trouble (1994),Action|Comedy
335,It Could Happen to You (1994),Comedy|Drama|Romance
336,"Jungle Book, The (1994)",Adventure|Children|Romance
337,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
338,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
339,Little Buddha (1993),Drama
340,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
341,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
342,Maverick (1994),Adventure|Comedy|Western
343,Mrs. Parker and the Vicious Circle (1994),Drama
344,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
345,"Paper, The (1994)",Comedy|Drama
346,Reality Bites (1994),Comedy|Drama|Romance
347,Red Rock West (1992),Thriller
348,Richie Rich (1994),Children|Comedy
349,Safe Passage (1994),Drama
350,"River Wild, The (1994)",Action|Thriller
351,Speed (1994),Action|Romance|Thriller
352,Speechless (1994),Comedy|Romance
353,Timecop (1994),Action|Sci-Fi|Thriller
354,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
355,When a Man Loves a Woman (1994),Drama|Romance
356,Wolf (1994),Drama|Horror|Romance|Thriller
357,Wyatt Earp (1994),Western
358,Bad Company (1995),Action|Crime|Drama
359,S.F.W. (1994),Drama
360,"Low Down Dirty Shame, A (1994)",Action|Comedy
361,Boys Life (1995),Drama
362,"Colonel Chabert, Le (1994)",Drama|Romance|War
363,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
364,Jason's Lyric (1994),Crime|Drama
365,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
366,Street Fighter (1994),Action|Adventure|Fantasy
367,Coldblooded (1995),Comedy
368,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama
369,Brother Minister: The Assassination of Malcolm X (1994),Documentary
370,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
371,In the Mouth of Madness (1995),Horror|Thriller
372,8 Seconds (1994),Drama
373,Addams Family Values (1993),Children|Comedy|Fantasy
374,"Age of Innocence, The (1993)",Drama
375,Airheads (1994),Comedy
376,"Air Up There, The (1994)",Comedy
377,Another Stakeout (1993),Comedy|Thriller
378,Bad Girls (1994),Western
379,Barcelona (1994),Comedy|Romance
380,Being Human (1993),Drama
381,"Beverly Hillbillies, The (1993)",Comedy
382,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
383,Black Beauty (1994),Adventure|Children|Drama
384,Blink (1994),Thriller
385,Blown Away (1994),Action|Thriller
386,Blue Chips (1994),Drama
387,Blue Sky (1994),Drama|Romance
388,Body Snatchers (1993),Horror|Sci-Fi|Thriller
389,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
390,"Bronx Tale, A (1993)",Drama
391,Cabin Boy (1994),Comedy
392,Carlito's Way (1993),Crime|Drama
393,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
394,Clean Slate (1994),Comedy
395,Cliffhanger (1993),Action|Adventure|Thriller
396,Coneheads (1993),Comedy|Sci-Fi
397,Color of Night (1994),Drama|Thriller
398,Cops and Robbersons (1994),Comedy
399,"Cowboy Way, The (1994)",Action|Comedy|Drama
400,Dangerous Game (1993),Drama
401,Dave (1993),Comedy|Romance
402,Dazed and Confused (1993),Comedy
403,Demolition Man (1993),Action|Adventure|Sci-Fi
404,"Endless Summer 2, The (1994)",Adventure|Documentary
405,Even Cowgirls Get the Blues (1993),Comedy|Romance
406,Fatal Instinct (1993),Comedy
407,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
408,"Favor, The (1994)",Comedy|Romance
409,Fearless (1993),Drama
410,Fear of a Black Hat (1994),Comedy
411,With Honors (1994),Comedy|Drama
412,Flesh and Bone (1993),Drama|Mystery|Romance
413,Widows' Peak (1994),Drama
414,For Love or Money (1993),Comedy|Romance
415,"Firm, The (1993)",Drama|Thriller
416,Free Willy (1993),Adventure|Children|Drama
417,Fresh (1994),Crime|Drama|Thriller
418,"Fugitive, The (1993)",Thriller
419,Geronimo: An American Legend (1993),Drama|Western
420,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
421,Getting Even with Dad (1994),Comedy
422,Go Fish (1994),Drama|Romance
423,Guilty as Sin (1993),Crime|Drama|Thriller
424,Hard Target (1993),Action|Adventure|Crime|Thriller
425,Heaven & Earth (1993),Action|Drama|War
426,Hot Shots! Part Deux (1993),Action|Comedy|War
427,Live Nude Girls (1995),Comedy
428,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
429,"House of the Spirits, The (1993)",Drama|Romance
430,House Party 3 (1994),Comedy
431,"Hudsucker Proxy, The (1994)",Comedy
432,I'll Do Anything (1994),Comedy|Drama
433,In the Army Now (1994),Comedy|War
434,In the Line of Fire (1993),Action|Thriller
435,In the Name of the Father (1993),Drama
436,"Inkwell, The (1994)",Comedy|Drama
437,What's Love Got to Do with It? (1993),Drama|Musical
438,Jimmy Hollywood (1994),Comedy|Crime|Drama
439,Judgment Night (1993),Action|Crime|Thriller
440,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
441,Kalifornia (1993),Drama|Thriller
442,Killing Zoe (1994),Crime|Drama|Thriller
443,King of the Hill (1993),Drama
444,Lassie (1994),Adventure|Children
445,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
446,Life with Mikey (1993),Comedy
447,Lightning Jack (1994),Comedy|Western
448,M. Butterfly (1993),Drama|Romance
449,Made in America (1993),Comedy
450,Malice (1993),Thriller
451,"Man Without a Face, The (1993)",Drama
452,Manhattan Murder Mystery (1993),Comedy|Mystery
453,Menace II Society (1993),Action|Crime|Drama
454,Executive Decision (1996),Action|Adventure|Thriller
455,In the Realm of the Senses (Ai no corrida) (1976),Drama
456,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
457,Much Ado About Nothing (1993),Comedy|Romance
458,Mr. Jones (1993),Drama|Romance
459,Mr. Wonderful (1993),Comedy|Romance
460,Mrs. Doubtfire (1993),Comedy|Drama
461,Naked (1993),Drama
462,"Next Karate Kid, The (1994)",Action|Children|Romance
463,No Escape (1994),Action|Drama|Sci-Fi
464,North (1994),Comedy
465,Orlando (1992),Drama|Fantasy|Romance
466,"Perfect World, A (1993)",Crime|Drama|Thriller
467,Philadelphia (1993),Drama
468,"Piano, The (1993)",Drama|Romance
469,Poetic Justice (1993),Drama
470,"Program, The (1993)",Action|Drama
471,"Puppet Masters, The (1994)",Horror|Sci-Fi
472,Radioland Murders (1994),Comedy|Mystery|Romance
473,"Ref, The (1994)",Comedy
474,"Remains of the Day, The (1993)",Drama|Romance
475,Renaissance Man (1994),Comedy|Drama
476,Rising Sun (1993),Action|Drama|Mystery
477,"Road to Wellville, The (1994)",Comedy
478,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
479,Robin Hood: Men in Tights (1993),Comedy
480,Romeo Is Bleeding (1993),Crime|Thriller
481,Romper Stomper (1992),Action|Drama
482,Ruby in Paradise (1993),Drama
483,Rudy (1993),Drama
484,"Saint of Fort Washington, The (1993)",Drama
485,Schindler's List (1993),Drama|War
486,"Scout, The (1994)",Comedy|Drama
487,Searching for Bobby Fischer (1993),Drama
488,"Secret Garden, The (1993)",Children|Drama
489,Serial Mom (1994),Comedy|Crime|Horror
490,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
491,Shadowlands (1993),Drama|Romance
492,Short Cuts (1993),Drama
493,"Simple Twist of Fate, A (1994)",Drama
494,Sirens (1994),Drama
495,Six Degrees of Separation (1993),Drama
496,Sleepless in Seattle (1993),Comedy|Drama|Romance
497,Sliver (1993),Thriller
498,Blade Runner (1982),Action|Sci-Fi|Thriller
499,Son in Law (1993),Comedy|Drama|Romance
500,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
501,Striking Distance (1993),Action|Crime
502,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
503,Surviving the Game (1994),Action|Adventure|Thriller
504,Terminal Velocity (1994),Action|Mystery|Thriller
505,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
506,Threesome (1994),Comedy|Romance
507,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
508,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
509,Tombstone (1993),Action|Drama|Western
510,Trial by Jury (1994),Crime|Drama|Thriller
511,True Romance (1993),Crime|Thriller
512,"War Room, The (1993)",Documentary
513,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
514,Killer (Bulletproof Heart) (1994),Drama|Thriller
515,Welcome to the Dollhouse (1995),Comedy|Drama
516,Germinal (1993),Drama|Romance
517,Cronos (1993),Drama|Horror
518,Naked in New York (1994),Comedy|Romance
519,Kika (1993),Comedy|Drama
520,Little Big League (1994),Comedy|Drama
521,"Slingshot, The (Kådisbellan) (1993)",Comedy|Drama
522,"Wedding Gift, The (1994)",Drama|Romance
523,Foreign Student (1994),Drama
524,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
525,Spanking the Monkey (1994),Comedy|Drama
526,"Little Rascals, The (1994)",Children|Comedy
527,Andre (1994),Adventure|Children|Drama
528,Princess Caraboo (1994),Drama
529,"Celluloid Closet, The (1995)",Documentary
530,Dear Diary (Caro Diario) (1994),Comedy|Drama
531,"Brady Bunch Movie, The (1995)",Comedy
532,Home Alone (1990),Children|Comedy
533,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
534,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
535,Terminator 2: Judgment Day (1991),Action|Sci-Fi
536,Dances with Wolves (1990),Adventure|Drama|Western
537,Batman (1989),Action|Crime|Thriller
538,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
539,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
540,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
541,Pinocchio (1940),Animation|Children|Fantasy|Musical
542,Pretty Woman (1990),Comedy|Romance
543,"Wild Bunch, The (1969)",Adventure|Western
544,Love and a .45 (1994),Action|Comedy|Crime
545,"Great Day in Harlem, A (1994)",Documentary
546,"Bye Bye, Love (1995)",Comedy
547,One Fine Day (1996),Drama|Romance
548,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
549,Fargo (1996),Comedy|Crime|Drama|Thriller
550,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
551,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
552,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
553,"Pallbearer, The (1996)",Comedy
554,Jane Eyre (1996),Drama|Romance
555,Loaded (1994),Drama|Thriller
556,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
557,"Aristocats, The (1970)",Animation|Children
558,Two Much (1995),Comedy|Romance
559,Ed (1996),Comedy
560,My Favorite Season (1993),Drama
561,"Last Supper, The (1995)",Drama|Thriller
562,Primal Fear (1996),Crime|Drama|Mystery|Thriller
563,Carried Away (1996),Drama|Romance
564,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
565,Land and Freedom (Tierra y libertad) (1995),Drama|War
566,Denise Calls Up (1995),Comedy
567,Theodore Rex (1995),Comedy
568,"Family Thing, A (1996)",Comedy|Drama
569,Sgt. Bilko (1996),Comedy
570,Jack and Sarah (1995),Romance
571,Diabolique (1996),Drama|Thriller
572,Nelly & Monsieur Arnaud (1995),Drama
